Status,Module,File Time Stamp,Link Time Stamp,File Size,Attr.,Link Checksum,Real Checksum,CPU,Subsystem,Symbols,Preferred Base,Actual Base,Virtual Size,Load Order,File Ver,Product Ver,Image Ver,Linker Ver,OS Ver,Subsystem Ver
?,"API-MS-WIN-CORE-KERNEL32-PRIVATE-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
?,"API-MS-WIN-CORE-PRIVATEPROFILE-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"API-MS-WIN-CORE-SHUTDOWN-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
?,"API-MS-WIN-SERVICE-PRIVATE-L1-1-1.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"EXT-MS-WIN-NTUSER-UICONTEXT-EXT-L1-1-0.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D?,"IESHIMS.DLL","Error opening file. The system cannot find the file specified (2).",,,,,,,,,,,,,,,,,,
D,"EXT-MS-WIN-MPR-MULTIPLEPROVIDERROUTER-L1-1-0.DLL",2013-08-22 04:13:35,2013-08-22 04:13:35,3584,HA,0x0000590A,0x0000590A,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-MRMCORER-ENVIRONMENT-L1-1-0.DLL",2013-08-22 04:13:29,2013-08-22 04:13:29,4608,HA,0x00009357,0x00009357,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-MRMCORER-RESMANAGER-L1-1-0.DLL",2013-08-22 04:13:55,2013-08-22 04:13:55,3072,HA,0x0000FD7F,0x0000FD7F,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTDSAPI-ACTIVEDIRECTORYCLIENT-L1-1-0.DLL",2013-08-22 04:13:39,2013-08-22 04:13:39,3584,HA,0x00006B7B,0x00006B7B,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-DRAW-L1-1-0.DLL",2013-08-22 04:13:58,2013-08-22 04:13:58,3584,HA,0x00007534,0x00007534,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-GUI-L1-1-1.DLL",2013-08-22 04:13:58,2013-08-22 04:13:58,3584,HA,0x0000FF38,0x0000FF38,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-KEYBOARD-L1-1-1.DLL",2013-08-22 04:13:57,2013-08-22 04:13:57,3584,HA,0x000034AA,0x000034AA,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-MESSAGE-L1-1-1.DLL",2013-08-22 04:13:58,2013-08-22 04:13:58,3584,HA,0x000069C8,0x000069C8,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-MISC-L1-2-0.DLL",2013-08-22 04:13:59,2013-08-22 04:13:59,4608,HA,0x0000D9E4,0x0000D9E4,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-MOUSE-L1-1-0.DLL",2013-08-22 04:13:35,2013-08-22 04:13:35,3072,HA,0x0000A0F8,0x0000A0F8,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-PRIVATE-L1-1-1.DLL",2014-02-22 11:25:31,2014-02-22 11:25:31,8192,HA,0x00010C9D,0x00010C9D,x86,Console,"CV",0x10000000,Unknown,0x00005000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-RECTANGLE-EXT-L1-1-0.DLL",2013-08-22 04:13:38,2013-08-22 04:13:38,3072,HA,0x0000E6DC,0x0000E6DC,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-ROTATIONMANAGER-L1-1-0.DLL",2013-08-22 04:13:35,2013-08-22 04:13:35,3072,HA,0x000012DF,0x000012DF,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-STRING-L1-1-0.DLL",2013-08-22 04:13:37,2013-08-22 04:13:37,3072,HA,0x0001010E,0x0001010E,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-SYNCH-L1-1-0.DLL",2013-08-22 04:13:34,2013-08-22 04:13:34,3072,HA,0x000034C9,0x000034C9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-WINDOW-L1-1-1.DLL",2013-08-22 04:14:00,2013-08-22 04:14:00,4608,HA,0x0000CF81,0x0000CF81,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-WINDOWCLASS-L1-1-1.DLL",2013-08-22 04:14:00,2013-08-22 04:14:00,3584,HA,0x00002426,0x00002426,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-NTUSER-WINDOWSTATION-L1-1-1.DLL",2013-08-22 04:14:01,2013-08-22 04:14:01,3584,HA,0x0000BE16,0x0000BE16,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-OLE32-BINDCTX-L1-1-0.DLL",2013-08-22 04:13:39,2013-08-22 04:13:39,3072,HA,0x0000FC12,0x0000FC12,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-OLE32-OLEAUTOMATION-L1-1-0.DLL",2013-08-22 04:13:34,2013-08-22 04:13:34,4096,HA,0x00010CEC,0x00010CEC,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-OLEACC-L1-1-0.DLL",2013-08-22 04:14:16,2013-08-22 04:14:16,3072,HA,0x000024B9,0x000024B9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-PROFILE-USERENV-L1-1-0.DLL",2013-08-22 04:13:55,2013-08-22 04:13:55,4096,HA,0x0000A2D9,0x0000A2D9,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-RTCORE-GDI-DEVCAPS-L1-1-0.DLL",2013-08-22 04:13:57,2013-08-22 04:13:57,3072,HA,0x00007949,0x00007949,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-RTCORE-GDI-OBJECT-L1-1-0.DLL",2013-08-22 04:13:38,2013-08-22 04:13:38,3072,HA,0x0000BFD2,0x0000BFD2,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-RTCORE-GDI-RGN-L1-1-0.DLL",2013-08-22 04:13:58,2013-08-22 04:13:58,3584,HA,0x0000504B,0x0000504B,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-RTCORE-NTUSER-DC-ACCESS-L1-1-0.DLL",2013-08-22 04:14:01,2013-08-22 04:14:01,3072,HA,0x0000E643,0x0000E643,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-RTCORE-NTUSER-DPI-L1-1-0.DLL",2013-08-22 04:13:57,2013-08-22 04:13:57,3072,HA,0x0000BEB3,0x0000BEB3,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-RTCORE-NTUSER-SYSPARAMS-L1-1-0.DLL",2013-08-22 04:14:00,2013-08-22 04:14:00,3584,HA,0x0000E564,0x0000E564,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SECURITY-CREDUI-L1-1-0.DLL",2013-08-22 04:14:14,2013-08-22 04:14:14,3584,HA,0x0000F2A4,0x0000F2A4,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SESSION-WINSTA-L1-1-0.DLL",2014-02-22 11:24:48,2014-02-22 11:24:48,5632,HA,0x0000574E,0x0000574E,x86,Console,"CV",0x10000000,Unknown,0x00005000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SESSION-WTSAPI32-L1-1-0.DLL",2013-08-22 04:13:04,2013-08-22 04:13:04,3584,HA,0x0000437C,0x0000437C,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SETUPAPI-CFGMGR32REMOTE-L1-1-0.DLL",2013-08-22 04:13:40,2013-08-22 04:13:40,6144,HA,0x0000FA77,0x0000FA77,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SETUPAPI-INF-L1-1-0.DLL",2013-08-22 04:13:54,2013-08-22 04:13:54,3072,HA,0x00004D1D,0x00004D1D,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SHELL32-SHELLCOM-L1-1-0.DLL",2013-08-22 04:13:57,2013-08-22 04:13:55,3072,HA,0x0000B923,0x0000B923,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SHELL32-SHELLFOLDERS-L1-1-0.DLL",2013-08-22 04:13:55,2013-08-22 04:13:55,3584,HA,0x0000B2BD,0x0000B2BD,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-SXS-OLEAUTOMATION-L1-1-0.DLL",2013-08-22 04:13:34,2013-08-22 04:13:34,3072,HA,0x0000EC12,0x0000EC12,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"EXT-MS-WIN-WLAN-ONEXUI-L1-1-0.DLL",2013-08-22 04:14:15,2013-08-22 04:14:15,3072,HA,0x00006F78,0x00006F78,x86,Console,"CV",0x10000000,Unknown,0x00004000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"FIREWALLAPI.DLL",2013-08-22 02:44:29,2013-08-22 02:44:26,515584,A,0x0008A180,0x0008A180,x86,GUI,"CV",0x10000000,Unknown,0x00082000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"FLTLIB.DLL",2013-08-22 02:53:49,2013-08-22 02:53:49,16896,A,0x0000E0F5,0x0000E0F5,x86,GUI,"CV",0x10000000,Unknown,0x00008000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"FMS.DLL",2013-08-22 03:55:51,2013-08-22 03:55:50,95744,A,0x0001E8D7,0x0001E8D7,x86,GUI,"CV",0x10000000,Unknown,0x0001A000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"GDIPLUS.DLL",2014-07-04 10:00:32,2014-07-04 10:00:22,1351168,A,0x00158771,0x00158771,x86,Console,"CV",0x10000000,Unknown,0x0014D000,Not Loaded,6.3.9600.17227,6.3.9600.17227,6.3,11.0,6.3,6.3
,"GPEXPORT.DLL",2014-08-17 11:03:08,2013-12-21 08:54:19,114688,A,0x00000000,0x0001EBEA,x86,GUI,"None",0x10000000,Unknown,0x0001F000,Not Loaded,1.0.0.1,1.0.0.1,0.0,6.0,4.0,4.0
D,"HLINK.DLL",2013-08-22 03:40:52,2013-08-22 03:40:52,79360,A,0x0001AFE9,0x0001AFE9,x86,Console,"CV",0x10000000,Unknown,0x00016000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.1
DE,"IEFRAME.DLL",2014-09-25 22:43:38,2014-09-25 22:43:13,11807232,A,0x00B4CA6F,0x00B4CA6F,x86,GUI,"CV",0x10000000,Unknown,0x00B49000,Not Loaded,11.0.9600.17351,11.0.9600.17351,6.3,11.0,6.3,6.1
D,"IEUI.DLL",2013-08-22 03:42:13,2013-08-22 03:42:10,440832,A,0x0006E7F6,0x0006E7F6,x86,GUI,"CV",0x10000000,Unknown,0x0006F000,Not Loaded,11.0.9600.16384,11.0.9600.16384,6.3,11.0,6.3,6.1
D,"IMAGEHLP.DLL",2013-10-19 07:14:14,2013-10-19 03:42:51,70680,A,0x00013D4A,0x00013D4A,x86,Console,"CV",0x10000000,Unknown,0x00012000,Not Loaded,6.3.9600.16438,6.3.9600.16438,6.3,11.0,6.3,6.3
D,"IPHLPAPI.DLL",2013-08-22 05:17:53,2013-08-22 02:55:41,118776,A,0x0002BBAF,0x0002BBAF,x86,Console,"CV",0x10000000,Unknown,0x0001E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"KERNELBASE.DLL",2014-08-16 01:31:16,2014-08-16 01:31:12,838144,A,0x000D7842,0x000D7842,x86,Console,"CV",0x10000000,Unknown,0x000D0000,Not Loaded,6.3.9600.17278,6.3.9600.17278,6.3,11.0,6.3,6.3
D,"LOGONCLI.DLL",2013-08-22 02:53:27,2013-08-22 02:53:26,172032,A,0x000388C8,0x000388C8,x86,GUI,"CV",0x10000000,Unknown,0x0002E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"MFC42U.DLL",2013-08-22 03:12:37,2013-08-22 03:12:29,1059328,A,0x00111786,0x00111786,x86,Console,"CV",0x10000000,Unknown,0x00107000,Not Loaded,6.6.8063.0,6.6.4.0,6.3,11.0,6.3,6.3
D,"MFPLAT.DLL",2014-07-24 13:36:22,2014-07-24 08:21:13,707536,A,0x000B06F9,0x000B06F9,x86,Console,"CV",0x10000000,Unknown,0x000AC000,Not Loaded,12.0.9600.17238,12.0.9600.17238,6.3,11.0,6.3,6.3
D,"MMDEVAPI.DLL",2014-02-22 14:04:47,2014-02-22 09:08:44,296448,A,0x00054141,0x00054141,x86,Console,"CV",0x10000000,Unknown,0x0004A000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"MPRMSG.DLL",2013-08-22 02:54:33,2013-08-22 02:54:32,113664,A,0x0002548E,0x0002548E,x86,Console,"CV",0x10000000,Unknown,0x0001F000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"MRMCORER.DLL",2014-09-03 23:49:39,2014-09-03 23:49:33,626688,A,0x0009A6D6,0x0009A6D6,x86,Console,"CV",0x10000000,Unknown,0x0009D000,Not Loaded,6.3.9600.17334,6.3.9600.17334,6.3,11.0,6.3,6.3
D,"MSASN1.DLL",2013-08-22 05:29:29,2013-08-22 02:55:56,50616,A,0x000145AB,0x000145AB,x86,GUI,"CV",0x10000000,Unknown,0x0000E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"MSCTF.DLL",2014-02-22 14:42:12,2014-02-22 09:16:01,1017936,A,0x000FB6C1,0x000FB6C1,x86,GUI,"CV",0x10000000,Unknown,0x000F7000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"MSFEEDS.DLL",2014-09-19 00:20:38,2014-09-19 00:20:34,607744,A,0x0009D114,0x0009D114,x86,GUI,"CV",0x10000000,Unknown,0x00097000,Not Loaded,11.0.9600.17344,11.0.9600.17344,6.3,11.0,6.3,6.1
D,"MSI.DLL",2014-09-13 05:30:17,2014-09-13 05:30:01,3117568,A,0x00307FE7,0x00307FE7,x86,Console,"CV",0x10000000,Unknown,0x002FE000,Not Loaded,5.0.9600.17341,5.0.9600.17341,6.3,11.0,6.3,6.1
D,"MSILTCFG.DLL",2013-08-22 04:04:34,2013-08-22 04:04:34,17408,A,0x00006ECC,0x00006ECC,x86,Console,"CV",0x10000000,Unknown,0x00008000,Not Loaded,5.0.9600.16384,5.0.9600.16384,6.3,11.0,6.3,6.3
D,"MSLS31.DLL",2013-08-22 04:07:03,2013-08-22 04:07:02,182272,A,0x0002CE59,0x0002CE59,x86,GUI,"CV",0x10000000,Unknown,0x00031000,Not Loaded,3.10.349.0,3.10.0.0,6.3,11.0,6.3,6.1
D,"MSOERT2.DLL",2013-08-22 03:05:14,2013-08-22 03:05:13,88064,A,0x00017EBB,0x00017EBB,x86,GUI,"CV",0x10000000,Unknown,0x0001C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NCRYPT.DLL",2013-08-22 05:29:29,2013-08-22 02:55:09,113072,A,0x000297AC,0x000297AC,x86,Console,"CV",0x10000000,Unknown,0x0001C000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NDFAPI.DLL",2013-08-22 02:21:20,2013-08-22 02:21:20,219136,A,0x00043B5F,0x00043B5F,x86,Console,"CV",0x10000000,Unknown,0x00039000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NETUTILS.DLL",2013-08-22 05:29:29,2013-08-22 02:54:34,36136,A,0x00011E42,0x00011E42,x86,Console,"CV",0x10000000,Unknown,0x0000A000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NINPUT.DLL",2014-01-17 17:04:11,2014-01-17 17:04:08,292864,A,0x0005678F,0x0005678F,x86,Console,"CV",0x10000000,Unknown,0x0004B000,Not Loaded,6.3.9600.16517,6.3.9600.16517,6.3,11.0,6.3,6.3
D,"NSI.DLL",2013-08-22 13:25:36,2013-08-22 04:13:02,19640,A,0x0000CEE2,0x0000CEE2,x86,Console,"CV",0x10000000,Unknown,0x00007000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"NTASN1.DLL",2013-08-22 05:29:30,2013-08-22 02:54:59,171472,A,0x000369AD,0x000369AD,x86,GUI,"CV",0x10000000,Unknown,0x0002B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"ODBC32.DLL",2013-08-22 03:47:14,2013-08-22 03:47:11,637952,A,0x0009F803,0x0009F803,x86,GUI,"CV",0x10000000,Unknown,0x0009F000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"OLEAUT32.DLL",2014-01-08 00:33:53,2014-01-07 23:43:26,552632,A,0x0008ACDC,0x0008ACDC,x86,Console,"CV",0x10000000,Unknown,0x00087000,Not Loaded,6.3.9600.16506,6.3.9600.16506,6.3,11.0,6.3,6.3
D,"ONEX.DLL",2013-08-22 02:42:42,2013-08-22 02:42:42,199168,A,0x0003A87E,0x0003A87E,x86,Console,"CV",0x10000000,Unknown,0x00035000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"PCACLI.DLL",2013-08-22 04:03:31,2013-08-22 04:03:31,20480,A,0x00009E88,0x00009E88,x86,Console,"CV",0x10000000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"PCWUM.DLL",2013-08-22 04:13:22,2013-08-22 04:13:22,35840,A,0x00015FC6,0x00015FC6,x86,Native,"CV",0x10000000,Unknown,0x0000D000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"PRNTVPT.DLL",2013-08-22 03:50:50,2013-08-22 03:50:50,122368,A,0x00028615,0x00028615,x86,Console,"CV",0x10000000,Unknown,0x00022000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"PROFAPI.DLL",2013-08-22 05:17:53,2013-08-22 02:55:35,51128,A,0x00014243,0x00014243,x86,GUI,"CV",0x10000000,Unknown,0x0000E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"PROPSYS.DLL",2014-08-16 03:16:37,2014-08-16 01:31:40,1205976,A,0x0012F005,0x0012F005,x86,GUI,"CV",0x10000000,Unknown,0x00125000,Not Loaded,7.0.9600.17278,7.0.9600.17278,6.3,11.0,6.3,6.3
D,"PUIAPI.DLL",2014-07-24 08:08:51,2014-07-24 08:08:51,162816,A,0x000334B2,0x000334B2,x86,Console,"CV",0x10000000,Unknown,0x0002A000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"RASAPI32.DLL",2014-03-04 05:52:07,2014-03-04 05:52:05,605184,A,0x000A2F2C,0x000A2F2C,x86,GUI,"CV",0x10000000,Unknown,0x00098000,Not Loaded,6.3.9600.17039,6.3.9600.17039,6.3,11.0,6.3,6.3
D,"RASMAN.DLL",2013-08-22 02:49:40,2013-08-22 02:49:39,138240,A,0x00026AB2,0x00026AB2,x86,GUI,"CV",0x10000000,Unknown,0x00025000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"RSTRTMGR.DLL",2013-08-22 03:30:25,2013-08-22 03:30:25,149504,A,0x0002606B,0x0002606B,x86,GUI,"CV",0x10000000,Unknown,0x00027000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"RTUTILS.DLL",2013-08-22 02:54:38,2013-08-22 02:54:38,40448,A,0x0000E3E8,0x0000E3E8,x86,Console,"CV",0x10000000,Unknown,0x0000D000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"RTWORKQ.DLL",2013-08-22 05:19:23,2013-08-22 02:41:51,96576,A,0x0001BD69,0x0001BD69,x86,Console,"CV",0x10000000,Unknown,0x0001B000,Not Loaded,12.0.9600.16384,12.0.9600.16384,6.3,11.0,6.3,6.3
D,"SAMCLI.DLL",2013-08-22 02:54:17,2013-08-22 02:54:17,62976,A,0x0001A62C,0x0001A62C,x86,Console,"CV",0x10000000,Unknown,0x00012000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"SECHOST.DLL",2013-08-22 05:17:54,2013-08-22 04:09:18,252024,A,0x00048785,0x00048785,x86,Console,"CV",0x10000000,Unknown,0x0003E000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"SETTINGSYNCPOLICY.DLL",2014-02-22 08:20:52,2014-02-22 08:20:51,27648,A,0x0000DFC3,0x0000DFC3,x86,GUI,"CV",0x10000000,Unknown,0x0000A000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"SETUPAPI.DLL",2014-02-22 14:52:02,2014-02-22 08:42:28,1767440,A,0x001B0FE6,0x001B0FE6,x86,GUI,"CV",0x10000000,Unknown,0x001AD000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
DE,"SHCORE.DLL",2014-07-24 13:46:50,2014-07-24 08:30:22,477200,A,0x0007B93B,0x0007B93B,x86,GUI,"CV",0x10000000,Unknown,0x00076000,Not Loaded,6.3.9600.17238,6.3.9600.17238,6.3,11.0,6.3,6.3
D,"SLC.DLL",2014-02-22 11:06:51,2014-02-22 11:06:51,148992,A,0x0002AC0F,0x0002AC0F,x86,Console,"CV",0x10000000,Unknown,0x00028000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"SPPC.DLL",2014-02-22 11:05:19,2014-02-22 11:05:18,95232,A,0x0001CADD,0x0001CADD,x86,Console,"CV",0x10000000,Unknown,0x0001A000,Not Loaded,6.3.9600.17031,6.3.9600.17031,21315.20512,11.0,6.3,6.3
D,"SRVCLI.DLL",2013-08-22 05:29:31,2013-08-22 02:53:18,108424,A,0x00027CBF,0x00027CBF,x86,Console,"CV",0x10000000,Unknown,0x0001B000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
,"SSPICLI.DLL",2013-09-30 04:03:37,2013-09-21 05:37:31,101376,A,0x00023AEA,0x00023AEA,x86,Console,"CV",0x10000000,Unknown,0x0001D000,Not Loaded,6.3.9600.16408,6.3.9600.16408,6.3,11.0,6.3,6.3
D,"TAPI32.DLL",2013-08-22 03:42:27,2013-08-22 03:42:26,196608,A,0x00030C3D,0x00030C3D,x86,GUI,"CV",0x10000000,Unknown,0x00033000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"TBS.DLL",2013-08-22 02:54:13,2013-08-22 02:54:13,23040,A,0x00012ABB,0x00012ABB,x86,Console,"CV",0x10000000,Unknown,0x00009000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
D,"TWINAPI.APPCORE.DLL",2014-04-11 08:25:54,2014-04-11 03:12:56,419928,A,0x000707F1,0x000707F1,x86,GUI,"CV",0x10000000,Unknown,0x00069000,Not Loaded,6.3.9600.17093,6.3.9600.17093,6.3,11.0,6.3,6.3
D,"TWINAPI.DLL",2014-02-22 08:39:28,2014-02-22 08:39:23,556032,A,0x0008937F,0x0008937F,x86,GUI,"CV",0x10000000,Unknown,0x0008B000,Not Loaded,6.3.9600.17031,6.3.9600.17031,6.3,11.0,6.3,6.3
D,"VAULTCLI.DLL",2013-08-22 02:46:05,2013-08-22 02:46:05,78848,A,0x000202B0,0x000202B0,x86,Console,"CV",0x10000000,Unknown,0x00018000,Not Loaded,6.3.9600.16384,6.3.9600.16384,6.3,11.0,6.3,6.3
